graph_index,candidate_type,alteration,artifact_records_equal_baseline,inventory_root_equal_baseline,relationship_root_changed,reexecution_all_units,changed_edge_field_count,changed_edge_unit_count,no_operation_changes,mutation_shape_valid,all_altered_invariants,common_validation,recomputed_inventory_root,recomputed_relationship_root,trusted_inventory_root,trusted_relationship_root,declared_relationship_root,auth_inventory_accept,auth_relationship_accept,unauth_relationship_accept
35,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,d8aa18a71d9ff18d039164fea88b9528baee49fae5b03b1ff6e90acdae614861,deeb2413f7e03503ccdab432cbbcd9169cd5687fd7b24bbeea48ec8bdd345cd3,d8aa18a71d9ff18d039164fea88b9528baee49fae5b03b1ff6e90acdae614861,97566cb30a4c7606f5eb7365c89b1dce11ee66f8ca79da09d04f999916dfc1f8,deeb2413f7e03503ccdab432cbbcd9169cd5687fd7b24bbeea48ec8bdd345cd3,True,False,True
36,control,none,True,True,False,True,0,0,True,True,True,True,69e90bf2f4011abb6eb303d74e5b62afdb585d7c9993275d756ca91d79cef986,f767f4a739efeac5f48d45a928f012ce270da7b1c3eb9d192f840d501a12549d,69e90bf2f4011abb6eb303d74e5b62afdb585d7c9993275d756ca91d79cef986,f767f4a739efeac5f48d45a928f012ce270da7b1c3eb9d192f840d501a12549d,f767f4a739efeac5f48d45a928f012ce270da7b1c3eb9d192f840d501a12549d,True,True,True
36,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,69e90bf2f4011abb6eb303d74e5b62afdb585d7c9993275d756ca91d79cef986,911fe9ab8c1a353f8060bad8864477875db69cf523ff89f14aba7f4b88c3377a,69e90bf2f4011abb6eb303d74e5b62afdb585d7c9993275d756ca91d79cef986,f767f4a739efeac5f48d45a928f012ce270da7b1c3eb9d192f840d501a12549d,911fe9ab8c1a353f8060bad8864477875db69cf523ff89f14aba7f4b88c3377a,True,False,True
36,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,69e90bf2f4011abb6eb303d74e5b62afdb585d7c9993275d756ca91d79cef986,d60e2b854442dd6c7809236781981c833ec69eeac4faebae45e3ed1a48c9556e,69e90bf2f4011abb6eb303d74e5b62afdb585d7c9993275d756ca91d79cef986,f767f4a739efeac5f48d45a928f012ce270da7b1c3eb9d192f840d501a12549d,d60e2b854442dd6c7809236781981c833ec69eeac4faebae45e3ed1a48c9556e,True,False,True
37,control,none,True,True,False,True,0,0,True,True,True,True,8a3da1fb4f84198a83c420b0dc1db50f8eec0d76c9c7d4d6f0c1b67dc32dfba8,1ef8d6686bc86a276006739000ced4e892fb36f0cd20c4178cba07581f9c29a5,8a3da1fb4f84198a83c420b0dc1db50f8eec0d76c9c7d4d6f0c1b67dc32dfba8,1ef8d6686bc86a276006739000ced4e892fb36f0cd20c4178cba07581f9c29a5,1ef8d6686bc86a276006739000ced4e892fb36f0cd20c4178cba07581f9c29a5,True,True,True
37,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,8a3da1fb4f84198a83c420b0dc1db50f8eec0d76c9c7d4d6f0c1b67dc32dfba8,ddd3b2cff741f1d60c208ee16d75cdb666e5ef7794523099bf39c498ee119967,8a3da1fb4f84198a83c420b0dc1db50f8eec0d76c9c7d4d6f0c1b67dc32dfba8,1ef8d6686bc86a276006739000ced4e892fb36f0cd20c4178cba07581f9c29a5,ddd3b2cff741f1d60c208ee16d75cdb666e5ef7794523099bf39c498ee119967,True,False,True
37,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,8a3da1fb4f84198a83c420b0dc1db50f8eec0d76c9c7d4d6f0c1b67dc32dfba8,d769c8d1f8e93aaf3218b1e0ae0a7e80b880dbf6f5308f3618bf74a27eae6d4e,8a3da1fb4f84198a83c420b0dc1db50f8eec0d76c9c7d4d6f0c1b67dc32dfba8,1ef8d6686bc86a276006739000ced4e892fb36f0cd20c4178cba07581f9c29a5,d769c8d1f8e93aaf3218b1e0ae0a7e80b880dbf6f5308f3618bf74a27eae6d4e,True,False,True
38,control,none,True,True,False,True,0,0,True,True,True,True,8aae73caba76c9530b072feac926fb4150327a52c0ef2e608893f853e27042c0,76a2857a74ea3d81dcba0e788f6538165c62c56ca0d8ee5b1578ff81cb13db12,8aae73caba76c9530b072feac926fb4150327a52c0ef2e608893f853e27042c0,76a2857a74ea3d81dcba0e788f6538165c62c56ca0d8ee5b1578ff81cb13db12,76a2857a74ea3d81dcba0e788f6538165c62c56ca0d8ee5b1578ff81cb13db12,True,True,True
38,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,8aae73caba76c9530b072feac926fb4150327a52c0ef2e608893f853e27042c0,50d80317be32c6c08c9fa2c9e89ff29f9066bb0622932ee1ba53f690f6b63cb1,8aae73caba76c9530b072feac926fb4150327a52c0ef2e608893f853e27042c0,76a2857a74ea3d81dcba0e788f6538165c62c56ca0d8ee5b1578ff81cb13db12,50d80317be32c6c08c9fa2c9e89ff29f9066bb0622932ee1ba53f690f6b63cb1,True,False,True
38,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,8aae73caba76c9530b072feac926fb4150327a52c0ef2e608893f853e27042c0,a57cb217776cd13cfb59d67f179619797e0c99b3a503a711ab634e059daa8429,8aae73caba76c9530b072feac926fb4150327a52c0ef2e608893f853e27042c0,76a2857a74ea3d81dcba0e788f6538165c62c56ca0d8ee5b1578ff81cb13db12,a57cb217776cd13cfb59d67f179619797e0c99b3a503a711ab634e059daa8429,True,False,True
39,control,none,True,True,False,True,0,0,True,True,True,True,46687375e3ae624740a86d170b69e5e485229b3d8fb5288ab4272b7602830a33,ce0b4b81871023e2b372f38f9733a157e4dcfa8d716dbee3514e3c70e0dc5330,46687375e3ae624740a86d170b69e5e485229b3d8fb5288ab4272b7602830a33,ce0b4b81871023e2b372f38f9733a157e4dcfa8d716dbee3514e3c70e0dc5330,ce0b4b81871023e2b372f38f9733a157e4dcfa8d716dbee3514e3c70e0dc5330,True,True,True
39,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,46687375e3ae624740a86d170b69e5e485229b3d8fb5288ab4272b7602830a33,6717a4e8859af4039a4b36604aa8ebbb7b2ce164a481bc404463831a36e09b84,46687375e3ae624740a86d170b69e5e485229b3d8fb5288ab4272b7602830a33,ce0b4b81871023e2b372f38f9733a157e4dcfa8d716dbee3514e3c70e0dc5330,6717a4e8859af4039a4b36604aa8ebbb7b2ce164a481bc404463831a36e09b84,True,False,True
39,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,46687375e3ae624740a86d170b69e5e485229b3d8fb5288ab4272b7602830a33,ec1b9a91d14314f76993dd5ef5980b45168e2cd78bc35544602a1f3de7e1fe39,46687375e3ae624740a86d170b69e5e485229b3d8fb5288ab4272b7602830a33,ce0b4b81871023e2b372f38f9733a157e4dcfa8d716dbee3514e3c70e0dc5330,ec1b9a91d14314f76993dd5ef5980b45168e2cd78bc35544602a1f3de7e1fe39,True,False,True
